1352Oakland,1353Oakland,1354Oakland,1355Oakland,1356Oakland,1357Oakland,1358Oakland,1359Oakland,1360Oakland,1361Oakland,1362Oakland,1363Oakland,1364Oakland,1365Oakland,1366Oakland,1367Oakland,1368Oakland,1369Oakland,1370Oakland,1371Oakland,1372Oakland,1373Oakland,1374Oakland,1375Oakland,1376Oakland,1377Oakland,1378Oakland,1379Oakland,1380Oakland,1381Oakland,1382Oakland,1383Oakland,1384Oakland,1385Oakland,1386Oakland,1387Oakland,1388Oakland,1389Oakland,1390Oakland,1391Oakland,1392Oakland,1393Oakland,1394Oakland,1395Oakland,1396Oakland,1397Oakland,1398Oakland,1399Oakland,1400Oakland,1401Oakland,1402Oakland,1403Oakland,1404Oakland,1405Oakland,1406Oakland,1407Oakland,1408Oakland,1409Oakland,1410Oakland,1411Oakland,1412Oakland,1413Oakland,1414Oakland,1415Oakland,1416Oakland,1417Oakland,1418Oakland,1419Oakland,1420Oakland,1421Oakland,1422Oakland,1423Oakland,1424Oakland,1425Oakland,1426Oakland,1427Oakland,1428Oakland,1429Oakland,1430Oakland,1431Oakland,1432Oakland,1433Oakland,1434Oakland,1435Oakland,1436Oakland,1437Oakland,1438Oakland,1439Oakland,1440Oakland,1441Oakland,1442Oakland,1443Oakland,1444Oakland,1445Oakland,1446Oakland,1447Oakland,1448Oakland,1449Oakland,1450Oakland,1451Oakland
9707.3,7885.3,9494.5,9124.8,8333.7,6849.6,6609.5,5152.2,5594,8930.9,6314.8,5770.3,5278,4726.5,4364.6,4903.4,4136.7,3784.4,3412.9,3886.3,3243.6,4726.1,5783.2,4700.5,3978,4357.8,3377.4,4454.5,4644.1,5894.8,6592.4,6193.4,8484.7,9157.4,10429.9,6193.6,7392.7,8002.1,4962,3568.4,2706.5,3083.1,3726.1,2729.5,1759.3,1590.5,1244.2,784.2,1097.2,1602.8,1606.7,1208.1,973.5,0,1724.5,2885.3,1438.4,2240.6,2316.7,2935.8,3081.8,4711.8,3233.3,4459.3,5315,6126.8,4834.2,3081.8,3741.7,3241.1,5069.7,4506.5,5171.8,4668.7,5634.3,6207.2,6455,7530.9,9531,8055.5,9180.4,7995.1,7313.7,6976,5963.3,6378,7318.9,10380.7,10039.8,10971.9,9752.5,8908.4,8195.3,8082.8,8741.6,9092.7,13456,16026.9,12921.3,10176.5
10116.7,9489.8,9903.9,9536.7,8745.6,7186.2,8436.7,5288.8,5730.7,8542.7,5926.7,5382.1,5359.3,4759.1,4397.2,4915,4273.4,3896,3103.5,3518.5,2855.4,4862.4,4993.8,4836.7,5252.9,4494,4241.3,4926.2,6471.3,7722,8419.6,8020.6,10311.9,11204.5,12257.1,8020.8,9219.9,9829.3,6789.2,5395.6,4533.7,4910.3,5553.3,3560.4,3200.4,2338.2,2643.7,2183.8,2924.4,3430,3433.9,3035.3,2373.1,1740.5,0,3462.2,2838.2,3359.4,3716.5,4763,4481.6,5891.2,5060.5,6286.5,7142.2,7954,5838.5,4481.6,5141.5,4178,5264.3,5840.6,6805.5,6456,7337.7,8034.4,8282.2,9358.1,11358.2,8963.4,11007.6,9698.5,8647.8,8394.3,7666.8,7758.9,10547.8,10585.9,10244.9,11177.1,11389.6,9601.2,9171.7,9416.9,10319.2,10796.2,15283.2,17112,13566.6,13021.3
12023,11396,11810.1,11442.9,10651.8,9044,8803.9,7528.1,8194.2,10448.9,8077.8,7533.3,7486,6747.5,6576.3,7130.5,6512.6,6158.1,5365.6,5757.7,4541,7124.5,7828.8,7098.8,7485,6756.1,6697.7,6648.9,6838.4,8089.1,8786.7,8387.8,10679,13110.7,11955.6,7331.1,8530.2,8867.1,5603.2,3831.9,3880.2,5273.4,5916.4,5294,4928.5,4071.8,3788.8,3328.8,4098.2,4603.7,4607.6,3226.3,2259.8,2885.3,4463.8,0,1962,1176.7,2028.3,2906.6,2173.8,3505.5,3051,4722.8,4343.2,4821.1,3247.9,2095.9,2470.5,1304.8,2464,2570.2,3535,3061.5,3943.3,5009.5,5149.3,7794.4,8559.2,5569,6914.9,6304.1,5377.4,5123.8,4272.4,4028.9,5382.6,7946.1,7605.1,8537.2,7816.2,5871.3,5441.8,6146.5,7048.8,7401.8,12270.2,12254.1,8785.4,8240.2
12223,11596,12010.2,10866.9,10075.8,8591.7,8351.6,6249.6,6691.4,10649,8277.9,7733.3,6375.4,5823.9,5462,6000.9,5234.2,4881.9,4510.4,4983.7,4741,5823.6,7525.3,5797.9,5075.5,5455.2,4474.8,6196.6,6386.2,7636.9,8334.5,7935.5,10226.8,10688.3,11503.4,6878.8,8078,8414.9,5151,3379.6,3428,4522.5,5165.5,3826.9,3434,2688,2341.6,1881.7,2536.6,3042.2,3046.1,1744.9,911.7,1438.4,2822.2,1962,0,880.2,956.4,2454.3,1721.5,3131.1,2598.7,4270.6,3968.9,4629.1,3078.4,1721.5,2381.4,1865,4146.4,2980.1,3811.4,3308.4,4273.9,5256.3,5396.1,7342.1,8184.9,5899.6,7245.5,6634.8,6390.4,5615.6,4603,5454.6,6395.6,9571.5,9230.5,10162.7,8829.2,7536.8,7272,7159.5,7381.3,7732.4,12673.6,12701.7,9156.3,8629.1
11328.2,9506.2,11115.3,10745.6,9954.6,8470.4,8230.4,6809.5,7251.3,11170.2,8799,8254.5,6935.3,6383.8,6021.9,6560.7,5794.1,5441.8,5070.2,5543.6,5262.2,6383.5,7404.1,6357.8,6911.5,6015.1,6124.2,6075.4,6264.9,7515.6,8213.2,7814.3,10105.5,10567,11382.1,6757.5,7956.7,8293.6,5029.7,3258.4,3306.7,4699.9,5342.9,4629,4465.7,3609,3143.7,2683.8,3635.4,4141,4144.8,2547,1713.9,2422.5,3343.4,1200.2,880.2,0,1454.8,2333.1,1600.2,3009.8,2477.5,4149.3,3847.6,4507.9,2957.1,1600.2,2260.1,1532.5,3361.1,2797.9,3690.2,3187.1,4152.7,5135.1,5274.8,7220.8,8063.6,5778.4,7124.2,6513.5,5605.1,5351.5,4481.7,4669.4,5610.3,8786.2,8445.2,9377.4,8043.9,7199.8,6486.7,6374.2,7276.5,7611.1,12552.3,12481.8,9013.2,8467.9
10488.2,8666.2,10275.3,9905.6,9114.6,7630.4,7390.4,7205.9,9539.6,12672,9156.1,8611.6,7253.7,6702.1,6340.3,6879.1,6112.4,5760.1,5388.6,5861.9,5619.3,6421.2,6564.1,6226,6071.5,6052.8,5284.2,5235.4,5424.9,6675.6,7373.2,6974.3,9265.5,9727,10542.1,5917.5,7116.7,7453.6,4189.7,2418.4,2466.7,3242.4,3885.5,3622.6,4312.2,3566.2,3219.9,2759.9,2467.9,2363.7,1618.2,1124.8,1382.4,2316.7,3700.5,2028.3,956.4,1454.8,0,976.9,1045.6,2237.4,1637.5,3309.3,4035.2,4695.4,3144.7,1787.8,2447.7,1931.3,4212.7,3046.4,3877.7,3374.7,4340.3,4834.2,5082,6380.8,8251.2,5965.9,7807.4,6701.1,6456.7,5681.9,4669.3,5521,6461.9,9637.8,9296.8,10229,8895.5,8051.4,7338.3,7225.8,7447.6,7798.7,12083,14654,9222.6,9319.5
9100.2,7278.2,8887.4,8517.7,7726.6,6242.5,6002.4,5818,8151.7,11284,9751.8,8465.3,8295.8,7437.7,7075.8,7850.1,5905.3,5588.1,6124.1,6601.6,5938.6,5033.2,5176.1,4838,4683.5,4664.8,3896.2,3847.4,4036.9,5287.7,5985.2,5586.3,7877.5,9000.1,9815.2,5947.3,7146.4,6726.7,3462.8,1691.5,1260.3,2476,3119,2856.1,3733.3,4285.6,3939.2,3303.8,3002.1,2177,1511.7,1579.6,2003.7,2993.4,4416.9,2906.6,2454.3,2333.1,1589.8,0,1426.2,2577.7,1661.2,2582.4,3387.2,4047.5,3540.1,2666.1,3326,2809.5,5091,3924.7,4756,4252.9,5218.5,4683.9,4696.1,5653.9,7603.3,6532.2,7657.2,7579.3,7335,6560.2,5547.6,6399.2,7340.2,10516.1,10175.1,11107.2,9773.8,8929.7,8216.6,8104.1,8325.9,10660.5,11932.7,14503.7,11398,11518.6
10421.3,8599.3,10208.4,9838.8,9047.7,7563.5,7323.5,7139.1,9472.7,12605.1,9921.2,9376.7,8018.8,7467.3,7105.4,9171.2,6877.6,6525.3,6153.7,6627.1,6384.4,6354.3,6497.2,6159.1,6004.6,5985.9,5217.3,5168.5,5358,6608.7,7306.3,6907.4,9198.6,9660.1,10475.2,5850.6,7049.8,7386.7,4122.8,2351.5,2399.8,3793,4436,4173.1,5077.4,4331.4,3985,3525.1,4180,2812.9,2067.4,2000,2555.1,3081.8,4465.6,2173.8,1721.5,1600.2,1045.6,1426.2,0,1453.5,1228.6,2352.1,2639.7,3300,1749.2,850.6,1637.2,1754.8,4097,2869.9,3701.3,2057.6,4163.8,3960.6,4208.4,6313.9,6855.7,5808.9,6933.8,6524.6,6340.9,5505.5,4492.8,5405.2,6346.2,9522.1,9181.1,10113.2,8779.8,7426.7,7222.6,7110.1,7271.2,9937.2,11209.3,13780.3,10674.7,10795.3
10969.8,9147.9,10757,10387.3,9596.2,8112.1,7872.1,7687.6,10021.3,13153.7,11621.4,11039.4,10165.5,10511.3,10149.4,9719.8,7775,7457.8,7563.3,8036.7,8047.1,6902.9,7045.7,6707.6,6553.1,6534.5,5765.9,5717.1,5906.6,7157.3,7854.9,7456,9747.2,10403.2,11218.3,7350.4,8549.5,6922.3,3573.7,2251.6,2315.8,4341.6,4984.6,4721.7,5598.9,5741,5394.6,4934.7,4978.4,4394.6,3488,3134.5,3964.7,4491.4,5875.2,3506.1,3131.1,3009.8,2334.2,2577.7,1453.5,0,838.2,1385.5,1607.2,2267.4,952.5,1844.2,2183.9,2748.3,5090.5,3863.5,4694.8,2553.6,3768.9,2776.3,2916,5426.8,5823.2,4624.6,6277.4,5894.3,5744.8,4875.1,4566.7,6398.7,7339.7,10515.6,10174.6,11106.8,9773.3,8420.2,8216.1,6855.9,6640.8,9280.7,10552.9,13123.9,10018.3,10138.8
9418.2,7596.2,9205.4,8835.7,8044.6,6560.5,6320.4,6136,8469.7,11602,10069.8,10321.6,8613.8,8959.6,8597.7,8168.1,6223.3,5906.1,6548.7,7008.7,7588.7,5351.2,5494.1,5156,5001.5,4982.8,4214.2,4165.4,4354.9,5605.7,6303.2,5904.3,8195.5,8348.8,9163.9,5296,6495.1,6075.4,2726.9,1348.4,1396.7,2789.9,3432.9,3170.1,4047.3,4182.1,4363.8,3728.3,3426.7,2843,1936.3,2526.3,3429.1,3418,5339.6,3047.7,2595.5,2474.2,1731,1658.6,1228.6,838.2,0,1587.6,2303.8,3115.6,1823.1,2454.1,3696.5,2950.7,5232.1,4065.8,4897.2,3676.5,4188.7,3196.1,3443.9,5002.7,6519.8,5044.4,6169.3,7297.1,6164.6,5294.9,4986.5,6540.4,7481.4,10657.2,10316.3,11248.4,9915,9070.8,8357.7,7275.7,7060.6,9172.7,10444.8,13015.8,9910.2,10030.8
8956.6,8904.7,10056.8,10144.1,9353.1,7868.9,7628.9,7444.4,9778.1,12910.5,11378.2,11630.1,9922.3,10268.1,9906.2,9476.6,7531.8,7214.6,7647.7,8125.2,7462.1,6659.7,6802.6,6464.4,6310,6291.3,5522.7,5473.9,5663.4,6914.1,7611.7,7212.8,9504,7547.9,8363,4495,5694.2,5274.5,2213.3,1551.5,2320.5,3999.5,4642.5,4379.7,5256.8,5809.1,5462.7,4827.3,4525.7,3700.5,3035.3,3625.3,5106.7,4517,6287,4725.4,4273.1,4151.9,3408.6,2582.4,2352.1,1385.5,1606.7,0,1100.7,2137,2347.8,3333.9,4055.2,4238.1,6580.3,5353.2,5481.3,4035.2,4356.7,3364,3343,4201.7,5499.5,5212.3,6999.6,6482,6332.6,5462.9,5154.5,7888.5,7535.7,11628.6,11664.4,12596.5,9969.3,9125.1,8412,7443.7,7228.6,10003,11275.2,13846.1,10740.5,10861.1
10395.3,9551.6,11160.8,10791.1,10000,8515.9,8275.8,8091.4,10425.1,13557.4,12025.2,12277.1,10569.2,10915,10553.1,10123.6,8178.7,7861.5,8504.1,8964.2,8873.6,7306.6,7449.5,7111.4,6956.9,6938.3,6169.6,6120.8,6310.4,7561.1,8258.7,7859.7,10150.9,8986.5,9801.6,5933.7,7132.8,6684.3,3793.5,3053.7,3102,4745.3,5388.4,5125.5,6002.7,6137.5,6319.2,5683.8,5382.1,4798.4,3891.7,4481.7,4791.3,5373.4,6701.8,4332.6,3957.7,3836.4,4024,3363.9,2628.5,1596,2320.8,1100.7,0,1262.7,1684.6,2670.7,3010.4,3574.9,5917.1,4690,4818.1,3372,3693.5,2700.8,2250,4010.1,4406.5,4549.1,5210.1,6337.8,5669.4,4799.7,4491.3,7225.3,6872.5,11342.2,11001.2,11933.3,9306.1,8461.9,7748.8,6780.5,6565.4,8213.4,9485.6,12056.6,8951,9071.5
11467.4,10489.2,12098.3,11728.6,10937.5,9453.4,9213.3,9028.9,11362.6,14495,12962.7,13214.6,11506.7,11852.6,11490.7,11061.1,9116.3,8799,9441.6,9901.7,9313.9,8244.2,8387,8048.9,7894.4,7875.8,7107.1,7058.3,7247.9,8498.6,9196.2,8797.2,11088.5,10058.7,10873.8,7005.8,8205,7756.4,5043.5,3737.3,3785.6,5682.9,6325.9,6063,6940.2,7075,7256.7,6621.3,6319.6,5735.9,4829.3,5419.2,5474.9,6310.9,7825.3,4968.1,4641.3,4520,4707.6,4047.5,3312.1,2279.6,3258.3,2137,1262.7,0,1540.5,2843.5,2710.4,4293.9,4944.7,3825.2,4053.9,2690.4,2929.2,1936.6,1227.1,4639.3,5035.8,3784.9,4921.8,5054.6,4905.1,4035.5,3727,5388,6108.2,10201.2,10085.8,11017.9,8541.8,7697.7,6984.6,6016.3,5801.1,7925.1,9197.3,11768.3,8662.7,8783.2
11889.5,9270.3,10879.5,10509.8,9718.7,8234.6,7994.5,7810.1,10143.8,13276.1,11743.9,10781.4,10287.9,10633.7,10271.8,9842.3,7897.4,7580.2,7589.9,8063.2,7789.1,7025.3,7168.2,6830.1,6675.6,6657,5888.3,5839.5,6029.1,7279.8,7977.3,7578.4,9869.6,10480.7,11295.8,7427.9,8627,8178.4,4536.1,3229.9,3278.2,4464,5107.1,4844.2,5721.4,5767.5,5421.1,4961.2,5100.8,4517.1,3610.4,4200.4,3991.2,4517.9,5901.7,3248.1,3157.6,3036.3,3223.9,3540.1,1749.2,952.5,1716,2347.8,1684.7,1540.5,0,1303,1331,2211.7,3949.7,2830.2,3661.5,1695.4,1822.1,2049.3,2189.1,5504.3,5900.7,3897.6,5034.5,5167.3,5017.8,4148.2,3839.8,5257.9,6198.9,9431.7,9090.8,10022.9,8632.5,7356.9,7075.3,6129,5913.9,8037.9,9310,11881,8775.4,8896
12044.6,10222.6,11831.8,11462.1,10671,9186.9,8946.8,8762.4,11096.1,14228.4,10174.3,9629.8,8018.8,7467.3,7105.4,9227,6877.6,6525.2,6153.7,6627.1,6637.5,7977.6,8120.5,7782.4,7627.9,7609.2,6840.6,6791.8,6981.3,8232.1,8929.6,8530.7,10821.9,11478,12293.1,8425.1,9624.3,9175.7,5362.7,3591.4,3639.7,5416.3,6059.3,5796.5,5077.4,4331.4,3985,3525.1,4180,4685.6,4562.7,3239.9,2555.1,3081.8,4465.6,2096.5,1721.5,1600.2,1787.8,2666.1,850.6,1844.2,2454.1,3345,2681.9,3342.2,1303,0,821.4,1338.7,3144.5,2025,2856.3,1393.6,3318.8,3851,3386.8,6501.5,6897.9,4944.5,6290.4,5679.6,5388.5,4660.5,3647.9,4452.7,5393.7,8609.4,8268.5,9200.6,7827.3,6551.7,6270.1,6157.6,6426.2,6777.3,11111.7,13682.7,8201.2,7674
12962.3,11140.4,12749.5,12379.8,11588.7,10104.6,9864.5,9680.1,12013.8,12910.8,10539.6,9995.1,9947.9,9209.3,7765.3,9592.3,7537.4,7185.1,6813.6,8219.5,7002.8,8895.4,9038.2,8700.1,8545.6,8527,7758.3,7709.5,7899.1,9149.8,9847.4,9448.4,11739.7,11817.7,12632.8,8764.8,9964,9515.4,6022.6,4251.3,4299.6,6334.1,6977.1,6714.2,5737.2,4991.2,4644.9,4184.9,4839.9,5345.4,5480.5,3899.8,3215,3741.7,5125.5,2470.7,2381.4,2260.1,2447.7,3326,2314.6,2183.9,3470.4,4055.2,3021.7,2627.8,1331,821.4,0,1435.4,3008.7,1889.1,2720.5,868.3,2147.6,2816.2,2956,6368.2,6764.7,4664.5,5801.4,5543.8,5252.6,4524.7,3512,4316.9,5257.9,8490.7,8149.8,9081.9,7691.5,6415.9,6134.3,6021.8,6290.4,6641.5,10076.9,12647.9,9542.3,7538.2
11804.6,9982.7,11591.8,11222.1,10431,8946.9,8706.8,7628.3,8070.2,11754,9382.8,8838.3,7754.2,7202.6,6840.7,8435.6,6612.9,6260.6,5889.1,6362.4,5846,7202.3,7880.5,7176.6,7387.9,6833.9,6600.7,6551.9,6741.4,7992.1,8689.7,8290.8,10582,12382.1,13197.2,9329.3,10528.4,8770.1,5506.2,3734.9,3783.2,5176.4,5819.4,5650,5284.5,4427.8,4144.8,3684.9,4454.2,4959.8,3450.8,3383.4,2615.9,3241.4,4162.2,1305,1865,1532.8,1931.3,2809.5,1798.2,2748.3,2954,4249.2,3586.1,4246.4,2211.7,1338.7,1435.4,0,2459.4,1896.2,2861,2511.5,3393.3,4459.5,4599.2,7405.7,7802.1,5018.9,6364.8,5754.1,4703.4,4449.8,3722.3,3767.6,4708.6,7884.5,7543.5,8475.6,7142.2,6298.1,5585,5472.5,6374.8,6851.7,11720.1,11580.1,8111.4,7566.2
13830.3,13203.3,13617.5,13250.3,12459.2,11489.9,10942.3,9335.4,10001.6,12256.3,9885.2,9340.6,9293.4,8554.9,8383.7,8937.9,8320,7965.4,7173,7565.1,6348.3,8931.8,9636.2,8906.2,9322.4,8563.5,8836.1,8787.3,8976.9,10227.6,10925.2,10526.2,12817.4,14918.1,14094.1,9469.5,10668.6,11005.6,7741.7,5970.3,6018.6,7411.8,8054.9,7383,7017.5,6160.8,5877.8,5417.9,6187.2,6692.7,6696.6,5315.3,4348.9,4974.3,5040,2457.4,4100.4,3265.7,4166.7,5045,4094.2,5044.3,5189.4,6282.9,5882.1,4855.4,3943.1,3137.8,2745.2,2413.2,0,1315.7,2280.5,3095.9,3977.7,5043.9,5183.7,8595.9,8992.3,5603.4,6949.2,4989,4000.8,3747.2,3464.7,2270.1,3232.9,6104.3,5739.8,5794.8,5142,4112.4,3683,4769.9,5672.2,7436.1,9321.9,10864.4,7318.9,6773.7
14397.6,13770.6,14184.8,13817.5,13026.5,10062,9822,8893.2,10568.9,12823.6,10452.4,9907.9,9860.7,9122.1,8951,9505.2,7877.7,7525.4,7740.2,8132.3,6915.6,8467.1,8995.7,8441.4,8503.1,8098.7,7715.8,7667,7856.5,9107.2,9804.8,9405.9,11697.1,13497.3,14312.4,8349.1,9548.3,9885.2,6621.3,4850,4898.3,6291.5,6934.5,6914.8,6549.4,5692.6,5409.6,4949.7,5719,6224.6,4565.9,4847.1,3880.7,4506.2,5427,2569.8,2980.1,2797.6,3046.4,3924.7,2913.3,3863.5,4069.1,5364.4,4701.2,3742.5,2830.2,2025,1713.5,1895.6,1315.7,0,1048.5,1134.8,1698.7,3366,4070.8,7483,8647.5,3324.4,4670.3,4059.5,3292.9,3040.4,1822.3,2357.2,3298.1,7391.1,6628.5,7181.6,5731.7,4887.6,4174.5,4062,4806.1,5157.2,7903.3,10169.6,6701,6155.7
13967.7,12678.6,14287.7,13918,13126.9,11642.8,11402.7,9858,11533.8,13788.5,11417.3,10872.8,10825.6,10087,9915.8,10470,8842.6,8490.3,8705.1,9097.2,7880.5,10433.6,10576.4,10238.3,10083.8,10065.2,9296.6,9247.8,9437.3,10688,11385.6,10986.6,13277.9,12558.9,13374,9506.1,10705.2,10256.7,7452.7,5681.3,5729.7,7872.3,8515.3,8252.4,7167.3,6657.5,6074.9,5615,6270,6775.5,5397.2,5329.8,4645.1,5171.8,6391.9,3534.7,3811.4,3762.4,3877.7,4756,3744.7,4694.8,4900.4,5508.2,4845.1,4080.8,3661.5,2856.3,2544.8,2860.5,2280.5,1048.5,0,1261.1,1110.5,2553,3261.5,7522.9,7834.6,2511.4,3857.3,3246.5,2985.7,2227.4,1081.1,2050,2991,7083.9,6321.3,6874.5,5424.6,4580.4,3867.3,3754.8,3993.1,4344.2,7090.3,9313.5,5768.1,5240.9
12926.2,11104.3,12713.4,12343.7,11552.6,10068.5,9828.4,9644,11977.7,15110.1,10992.5,10448,10400.8,9662.2,9491,10045.2,8417.8,8065.5,8280.3,8672.4,7455.7,8859.3,9002.1,8664,8509.5,8490.9,7722.3,7673.5,7863,9113.7,9811.3,9412.3,11703.6,11454.4,12269.5,8401.6,9600.7,9152.1,6254.3,4870.9,4904.5,6298,6941,6678.1,6629.1,5883.1,5536.8,5076.8,5731.8,6351,5444.4,4791.6,4106.9,4633.6,5967.1,3109.9,3273.2,3152,3339.5,4217.8,2041.6,2537.6,3873.4,4019.2,3356,2591.7,1679.3,1377.5,852.2,2435.7,3086.5,1135.6,1261.9,0,1229.5,2780.2,2919.9,6332.1,6728.6,3350.1,4696,4085.2,3935.7,3066.1,2053.4,3314.7,4255.7,8568.5,8227.6,9159.7,6689.3,5845.1,5132,5046.9,4831.8,5182.8,10040.8,10152.2,6606.7,6079.5
13029.3,11560.3,13169.5,12799.8,12008.7,10524.6,10284.5,10100.1,12433.8,15566.1,11942,11397.4,12577.9,10611.6,10440.5,12132.3,9367.2,9014.9,9229.8,9621.9,8405.1,9315.3,9458.2,9120.1,8965.6,8947,8178.3,8129.5,8319.1,9569.8,10267.4,9868.4,12159.6,11620.6,12435.7,8567.7,9766.9,9318.3,6710.3,5327,5360.6,6754,7397.1,7134.2,8011.4,6883.8,6537.5,6077.5,7390.8,6807.1,5900.4,6490.4,5107.6,5634.3,6916.5,3943.3,4273.9,4152.7,4340.3,5218.5,4207.2,3814.3,4329.5,4390,3726.8,2962.5,1828,3318.8,2153.4,3385.1,3984.3,1698.7,1110.5,1210.8,0,1434.8,2143.3,5817.4,6213.8,2123.7,3817.9,3207.2,3057.7,2188,1175.4,3068.7,4009.6,8353.7,7340,7893.1,6443.2,5599.1,4886,4168.8,3953.7,4304.8,7050.9,9274.2,5728.7,5201.5
12030.3,10561.3,12170.4,11800.8,11009.7,9525.6,9285.5,9101.1,11434.7,14567.1,13034.8,13286.7,11578.9,11924.7,11562.8,11133.2,9188.4,8871.2,9513.8,9973.8,9446.6,8316.3,8459.2,8121.1,7966.6,7947.9,7179.3,7130.5,7320,8570.7,9268.3,8869.4,11160.6,10621.6,11436.7,7568.7,8767.9,8319.3,5711.3,4328,4361.6,5755,6398,6135.2,7012.3,7147.2,7328.8,6693.4,6391.8,5808,4901.4,5491.4,6097.8,6383.1,8153.1,5100.8,5264.2,5142.9,5079.7,4623.5,4075.9,2815.3,3330.4,3390.9,2727.8,1963.5,2076.2,3379.2,2843.1,4426.6,5077.4,3366,2553,2823.1,1428.4,0,1144.2,4818.4,5214.8,2284.1,4164.5,3553.8,3404.3,2534.6,2226.2,3887.2,4607.4,8700.3,7937.7,8490.9,7041,6196.8,5483.8,4515.4,4300.3,4651.4,9166.5,11737.4,6075.3,5548.1
10383.1,11319.2,11483.3,11969.8,11178.7,9694.6,9454.5,9270.1,11603.7,14736.1,13203.8,13455.7,11747.9,12093.7,11731.8,11302.2,9357.4,9040.2,9682.8,10142.8,9555.1,8485.3,8628.2,8290.1,8135.6,8116.9,7348.3,7299.5,7489,8739.7,9437.3,9038.4,11077.8,8974.4,9789.5,5921.6,7120.7,6672.1,4967.3,4497,4429.8,5924,6567,6304.2,7181.3,7316.2,7497.9,6862.4,6560.8,5977,5070.4,5660.4,6206.2,6552.1,8066.4,5209.3,5372.6,5251.3,5248.7,4691.7,4244.9,2923.7,3499.5,3354,2479.7,1173.8,2184.7,3382.4,2951.6,4535,5185.8,4066.3,3259.3,2931.5,2134.7,1142.1,0,3852.1,4248.6,2990.4,4313.1,5440.9,4110.6,3240.9,2932.5,4593.5,5313.7,9406.6,8644,9197.2,7747.3,6903.1,6190.1,5221.7,5006.6,7316.5,8588.6,11159.6,8054,8174.6
9682.7,10618.8,10782.9,11803,11211,12208.8,9684.2,10532.9,12866.6,15999,14466.7,17068.7,15360.9,15706.7,15344.8,14915.2,10620.3,10303.1,10736.2,11213.7,10550.6,9748.2,9891.1,9552.9,9398.5,9379.8,8611.2,8562.4,8751.9,9653.6,8890.1,9227.8,10377.4,8274,9089.1,5221.2,6420.3,4959.2,4240.8,4496.6,5409,7088,7731,7468.2,8345.3,8897.6,8551.2,7915.8,7614.2,6789,6123.8,6713.8,8195.2,7605.5,9375.5,7813.9,7361.6,7240.4,6497.1,5670.9,6443.7,5411.2,5019.6,4218.7,4200.4,4600.2,5499.8,6485.9,6377.9,7390.1,8612.2,7492.7,7392,6357.9,6410.8,5418.2,3866.3,0,4406.4,5899.6,6826.4,7954.1,8566.9,8340.4,7065.2,10104.1,9770,13862.9,13008.9,13562.1,12112.1,11359.5,10646.4,9678.1,9174.7,9829.7,11101.9,13672.9,10567.2,10687.8
12387.2,13323.3,13487.4,14507.5,13915.5,12757.2,12517.1,12332.7,14666.4,17798.8,16266.5,16518.4,14810.5,15156.4,14794.5,14364.9,12420.1,12102.8,12745.4,13205.5,13115,11548,11690.8,11352.7,11198.2,11179.6,10410.9,10362.1,10551.7,11802.4,11594.6,12101,13081.9,10978.5,11793.6,7925.6,9124.8,8676.2,6971.4,7295,7343.3,8986.7,9629.7,9366.8,10244,10378.8,10560.5,9925.1,9623.4,9039.7,8133.1,8723,9032.6,9614.7,10943.1,8574,8199,8077.7,8265.3,7605.2,6869.8,5837.3,6562.1,5500.8,4626.5,5026.3,5925.9,6912,6804.1,7816.2,9038.3,8644.2,7831.2,6784,7859.7,6867.1,4292.4,4405.5,0,5895.1,4160.9,6249.7,6862.5,6636,7004.3,8399.8,8065.6,12158.6,9634.6,10187.8,8737.8,8962.5,8942,7973.7,7470.3,6455.4,5409,8594.2,7193,7313.5
12476.8,12379,13988.1,13618.4,12827.3,11343.2,11103.1,10918.7,13252.4,16384.8,13567.6,13023.1,13396.6,13742.4,13380.5,12950.9,11006.1,10688.9,10855.4,11247.5,10030.8,10134,10276.8,9938.7,9784.2,9765.6,8997,8948.2,9137.7,10388.4,11086,10687.1,12978.3,11068.1,11883.2,8015.2,9214.4,8765.8,7060.9,6145.6,6179.2,7572.7,8215.7,7952.8,8830,8509.5,8163.1,7703.2,8209.4,7625.7,6719.1,7309.1,6733.2,7259.9,8542.2,5569,5899.6,5778.3,5965.9,6441.1,5893.5,4633,5148.1,5208.6,4545.5,3781.2,3893.9,4944.5,4660.8,5010.8,5610,3324.4,2511.4,3349.3,2093,2253.4,2961.9,6032,5903.8,0,1926.6,2132.9,2448,1411.8,1911.8,3020,3651.1,7744.1,6981.5,7534.7,6084.7,5240.6,4527.5,3392.6,3353.5,3230.6,5976.7,8199.9,4654.5,4405.2
