1352Oakland,1353Oakland,1354Oakland,1355Oakland,1356Oakland,1357Oakland,1358Oakland,1359Oakland,1360Oakland,1361Oakland,1362Oakland,1363Oakland,1364Oakland,1365Oakland,1366Oakland,1367Oakland,1368Oakland,1369Oakland,1370Oakland,1371Oakland,1372Oakland,1373Oakland,1374Oakland,1375Oakland,1376Oakland,1377Oakland,1378Oakland,1379Oakland,1380Oakland,1381Oakland,1382Oakland,1383Oakland,1384Oakland,1385Oakland,1386Oakland,1387Oakland,1388Oakland,1389Oakland,1390Oakland,1391Oakland,1392Oakland,1393Oakland,1394Oakland,1395Oakland,1396Oakland,1397Oakland,1398Oakland,1399Oakland,1400Oakland,1401Oakland,1402Oakland,1403Oakland,1404Oakland,1405Oakland,1406Oakland,1407Oakland,1408Oakland,1409Oakland,1410Oakland,1411Oakland,1412Oakland,1413Oakland,1414Oakland,1415Oakland,1416Oakland,1417Oakland,1418Oakland,1419Oakland,1420Oakland,1421Oakland,1422Oakland,1423Oakland,1424Oakland,1425Oakland,1426Oakland,1427Oakland,1428Oakland,1429Oakland,1430Oakland,1431Oakland,1432Oakland,1433Oakland,1434Oakland,1435Oakland,1436Oakland,1437Oakland,1438Oakland,1439Oakland,1440Oakland,1441Oakland,1442Oakland,1443Oakland,1444Oakland,1445Oakland,1446Oakland,1447Oakland,1448Oakland,1449Oakland,1450Oakland,1451Oakland
6332.5,4318.6,6119.7,5750,4958.9,3282.9,3042.8,2229.2,3137.5,5557.6,4937.8,5133.6,3374.2,3833,3471.1,2582.5,2207.3,1890.1,2990.8,2992.8,3156.5,1335.2,1906.2,1393.5,600.7,966.9,0,1508.8,1313.4,2328.1,3025.7,2626.7,4917.9,5590.7,11532.9,5400.1,7694.2,8303.5,5263.5,4531.7,3579.9,2717,2015.9,1418.8,1538.9,2020.8,2631.8,2579.3,2050.6,2596.2,2743.6,3333.5,4795.1,4225.2,4241.2,6408.2,5956,5834.7,5091.5,3809.3,4927.8,5455.9,3977.5,5422.6,6059.2,6871,5578.4,6530.7,7451.8,6311.2,8592.6,7426.3,8257.7,7431.8,7944.1,6951.4,7199.2,8494.1,10275.2,8799.7,9924.6,11052.4,9919.9,9050.3,8741.8,9900.9,11123,14017.7,13676.8,14608.9,13556.6,12712.5,11999.4,11031.1,10816,12928,14200.2,16771.1,13665.5,13786.1
4452.3,3688.5,6604.3,6234.7,5443.6,3355.6,3115.5,2931.1,4465.2,9001,6265.4,7720.6,4701.8,6358.6,5996.7,3910.1,3534.9,3217.7,3969.1,4320.4,4059.7,2662.8,2289.2,1934.8,1780.3,2294.5,1525.8,0,1036.1,2400.7,2463.4,1911.3,3950.7,4938.3,7545,3986,6518.7,7832.5,5272.9,4857.3,3589.4,2127.6,1395.9,1428.3,2244,2725.9,3336.8,4545,2467.5,2605.7,2753,3343,4804.5,4234.7,4946.2,6733.9,6281.6,6160.4,5417.1,3818.7,5253.5,5781.6,4303.1,5748.2,6384.8,7196.6,5904.1,6856.4,7777.5,6636.9,8918.3,7752,8583.3,7757.5,8269.7,7277.1,7524.9,8819.8,10600.8,9125.4,10250.3,11378.1,10245.6,9375.9,9067.5,10226.6,11448.7,14343.4,14002.4,14934.6,13882.3,13038.2,12325.1,11356.7,11141.6,13253.7,14525.8,17096.8,13991.2,14111.8
4472.7,3497.7,4714.7,4568.1,3777.1,2461.9,2221.9,2037.4,4618.4,7750.8,6218.5,6470.4,4762.5,5108.4,4746.5,3425.2,3050.1,2732.9,3833.6,3835.5,3999.3,2809.2,1395.6,1041.2,886.7,1406,1315.4,1036.1,0,1507.1,2204.7,1805.8,4097,4769.8,7377.3,4564.8,6977.2,9273.7,6105.1,5373.3,4421.6,3558.6,2104.1,2260.5,2721.1,3203,3814,3761.5,3299.7,3437.9,3585.2,4175.2,5636.8,5066.9,5423.4,7249.9,6797.6,6676.4,5933.1,4650.9,5769.5,6297.6,4819.1,6264.2,6900.8,7712.6,6420.1,7372.4,8293.5,7152.9,9434.3,8268,9099.3,8273.5,8785.7,7793.1,8040.9,9335.8,11116.8,9641.4,10766.3,11894.1,10761.6,9891.9,9583.5,10742.6,11964.7,14859.4,14518.4,15450.6,14398.3,13554.2,12841.1,11872.7,11657.6,13769.7,15041.8,17612.8,14507.2,14627.8
3688.4,2713.5,3930.5,3783.9,2992.8,1677.7,1235.5,1599.5,4026.4,7992.2,5626.6,5814.9,3884.7,4343.5,3981.6,3093,2717.9,2772.8,3501.4,3503.3,4520.7,3594.8,1394.4,1606.7,1672.3,2191.6,2101,2540.1,1748.7,0,1039.3,648.3,2939.5,3985.5,6988.6,5735.5,6588.6,8885,6864.1,6139.3,5180.6,4317.6,3643.2,3046.1,3506.7,3988.6,4599.6,6136.2,4662.3,4196.9,4344.2,4934.2,6395.7,5825.9,7595.9,8015.9,7563.7,7442.4,6699.2,5409.9,6535.5,7063.6,5585.2,7030.3,7666.8,8478.7,7186.1,8138.4,9059.5,7918.9,10200.3,9034,9865.4,9039.5,9551.7,8559.1,8806.9,9686,11882.9,10407.4,11532.3,12660.1,11527.6,10658,10349.5,11508.6,12730.7,15625.4,15284.5,16216.6,15164.3,14320.2,13607.1,12638.8,12423.6,14535.7,15807.8,18378.8,15273.2,15393.8
2479.6,1715.8,2685,3213.3,2422.3,1726.6,1328.7,2709.4,4523.1,7046.8,6123.2,6311.5,5054.4,5636,4975.4,4262.7,3417.4,3472.3,4200.9,4202.8,5220.2,4292.1,2259.9,2304.1,2369.6,2888.9,2798.3,2468.5,2300.8,1039.3,0,613.5,2176,2965.6,6225.1,4972,5825.1,8121.5,6840.9,6836.7,5877.9,5014.9,3762.2,3743.4,4204,4685.9,5296.9,6833.6,5359.6,4894.2,5041.5,5631.5,7093.1,6523.2,8293.2,8713.2,8261,8139.7,7396.5,6107.2,7232.8,7760.9,6282.5,7727.6,8364.2,9176,7883.4,8835.7,9756.8,8616.2,10897.6,9731.3,10562.7,9736.8,10249,9256.4,9487.7,8922.5,11644.2,11104.7,12229.6,13357.4,12224.9,11355.3,11046.8,12205.9,13428,16322.7,15981.8,16913.9,15861.6,15017.5,14304.4,13336.1,13120.9,15233,16505.1,19076.1,15970.5,16091.1
3015.3,2251.5,3220.7,3642.3,2851.2,1536.1,972.3,1898.2,4325.1,8290.8,5925.2,6113.5,4183.4,4642.1,4280.3,3391.6,3016.5,3071.4,3800,3801.9,4819.3,3893.4,1693.1,1905.4,1971,2490.3,2399.7,1911.3,1743.5,648.3,613.5,0,2513.7,3501.3,6562.8,5309.7,6162.8,8459.2,7178.5,6438,5479.2,4616.3,3204.9,3344.7,3805.3,4287.3,4898.2,6434.9,4961,4495.5,4642.9,5232.9,6694.4,6124.5,7894.5,8314.6,7862.3,7741,6997.8,5708.6,6834.2,7362.3,5883.8,7328.9,7965.5,8777.3,7484.7,8437,9358.2,8217.5,10499,9332.7,10164,9338.1,9850.4,8857.8,9105.5,9260.1,11981.9,10706,11831,12958.7,11826.3,10956.6,10648.2,11807.2,13029.4,15924.1,15583.1,16515.2,15463,14618.8,13905.7,12937.4,12722.3,14834.3,16106.5,18677.5,15571.9,15692.4
4151.7,3387.9,4357.1,4885.4,4094.3,3811.5,2956.9,4176.2,6603.1,10568.8,8203.2,8391.5,6461.4,6920.1,6558.3,5669.6,5294.5,5349.5,6078,6079.9,7097.3,6171.4,3971.1,4183.4,4249,4768.3,4677.7,3942.6,3774.8,2926.3,2162.8,2500.5,0,4637.7,7699.2,6446.1,7299.2,9595.6,8314.9,8716,7757.2,6894.3,5236.3,5622.7,6083.4,6565.3,7176.2,8712.9,7239,6773.5,6920.9,7510.9,8972.4,8402.5,10172.5,10592.6,10140.3,10019,9275.8,7986.6,9112.2,9640.3,8161.8,9606.9,10578.7,11055.3,9762.7,10715,11636.2,10495.5,12777,11610.7,12442,11616.1,12128.4,11135.8,10961.8,10396.5,13118.3,12939.3,13866.1,14993.9,14104.3,13234.6,12926.2,14085.2,15307.4,18202.1,17861.1,18793.2,17741,16896.8,16183.8,15215.4,15000.3,16869.5,18141.6,20712.6,17607,17727.6
1845.3,1957.6,2856.2,3995.4,3403.4,3444.1,2932.6,5018.9,6876.3,10326.2,9228.6,9261.1,7553.3,7899.1,7537.2,7107.6,7056.1,7632.3,8523.6,8052,9293.7,8099.7,4597.5,4876.7,4942.3,5351.1,5371,4961.9,4794.1,3945.6,2984,3519.7,4669.3,0,4120.1,4364,5217.1,7516.7,6236.1,6788.8,6834.4,6942.1,6255.5,6316.1,6776.7,10074.8,10685.8,9495.6,7932.3,7466.9,7703.5,8293.5,9755.1,9185.2,11800.8,11084.7,10632.4,10511.2,9767.9,8941.7,10743.1,9710.5,8290.4,7489.5,8499.8,9616.8,9799.2,10785.3,11125,11689.5,14031.6,12804.6,12352.9,11486.6,11371.7,10379.1,8882.9,8317.7,11039.4,10860.4,11787.2,12915,13527.8,13301.3,12026.1,15065,14730.9,18823.8,17969.8,18522.9,17073,16320.3,15607.3,14638.9,14135.6,14790.6,16062.7,18633.7,15528.1,15648.7
5532.1,6468.1,6632.3,7652.4,7060.4,8058.1,6145.2,10134.3,10533.2,13983.2,12885.5,12918.1,11210.3,11556.1,11194.2,10764.6,10713.1,11289.3,12180.6,11709,12950.7,11756.7,10597.3,10587.9,8267.8,11388.3,11630.2,7751.6,7583.9,6945.1,6181.6,6519.3,7668.9,4118.3,0,3967.3,4224.4,6962.1,6490.4,7043.1,7088.8,7196.4,6781.2,8801.4,9678.6,13731.8,10385.4,9749.9,9448.3,8474.3,7957.9,8547.9,10009.4,9439.6,15457.8,11339.1,10886.8,10765.5,10022.3,9196.1,10997.4,9964.9,8544.8,7743.9,8754.2,9871.2,10053.6,11039.7,11379.4,11943.8,14286,13059,12607.3,11740.9,11626.1,10633.4,9137.2,8572,11293.8,11114.8,12041.6,13169.4,13782.1,13555.6,12280.4,15319.4,14985.2,19078.2,18224.1,18777.3,17327.4,16574.7,15861.6,14893.3,14389.9,15045,16317.1,18888.1,15782.5,15903.1
5766.9,6702.9,6867.1,7887.2,7295.2,6608.2,5753.5,6972.8,10768,14218,13120.3,13152.9,11445.1,11790.9,11429,10999.4,10947.8,7109,12415.3,11943.7,9120.4,6554.1,6767.7,6980,5471.2,6185.8,5417.1,4317.2,4584.5,5722.9,4959.4,5297.1,6446.7,4358.2,3960.9,0,2928.3,4242.1,3212.5,3778.8,3824.4,3932.1,3209.5,5537.1,6414.3,6549.1,7121,6485.6,6183.9,5210,4693.6,5283.5,6745.1,6175.2,7945.2,7353,6900.8,6779.5,6036.3,5210.1,5872.6,6718.3,5298.1,4497.2,5507.5,6624.5,6806.9,7793,8132.7,8697.2,11039.3,9812.3,9360.6,8494.3,8379.4,7386.8,5890.6,5325.4,8047.1,7868.1,8794.9,9922.7,10535.5,10309,9033.8,12072.7,11738.6,15831.5,14977.5,15530.6,14080.7,13328,12615,11646.6,11143.3,11798.3,13070.4,15641.4,12535.8,12656.4
6570.6,7506.6,7670.7,8690.8,8098.8,7411.8,6557.2,7776.4,11571.7,15021.7,13924,13956.5,12248.7,12594.5,12232.6,11803,11751.5,8949.7,9467.2,12747.4,10319.5,8869.2,7571.3,7783.7,7849.2,8500.9,7732.2,6849.9,7165.3,6526.6,5763.1,6100.7,7250.4,5161.8,4237.9,2928.3,0,5441.3,4411.7,4977.9,5023.6,5131.2,5742.3,6736.2,7613.4,7748.2,8320.2,7684.7,7383.1,6409.1,5892.7,6482.7,7944.2,7374.4,9144.4,8552.2,8099.9,7978.7,7235.4,6409.2,7071.8,7917.4,6497.3,5696.4,6706.7,7823.7,8006.1,8992.2,9331.9,9896.3,12238.5,11011.5,10559.8,9693.4,9578.6,8585.9,7089.7,6524.5,9246.3,9067.3,9994.1,11121.9,11734.6,11508.1,10232.9,13271.9,12937.7,17030.7,16176.6,16729.8,15279.9,14527.2,13814.1,12845.8,12342.4,12997.5,14269.6,16840.6,13735,13855.5
8800.6,9736.6,9900.8,10920.9,10328.9,11326.6,8802,10021.3,13801.7,17251.7,16154,16186.6,14478.7,14824.5,14462.7,14033.1,13981.5,10111.7,10154.8,14977.4,11007.2,9556.9,9699.7,10028.6,10094.1,9188.5,8419.8,8319.8,8560.6,8771.5,8008,8345.6,9495.3,7391.9,8207,4246.5,5445.7,0,5288.1,5543.9,5711.2,5818.8,7060.5,7423.8,8301,8435.9,9007.8,8372.4,8070.7,7096.7,6580.3,7170.3,9242.5,8062,9832,8861.2,8408.9,8287.7,7544.4,6718.2,7380.8,7506.9,6066.9,5266,6296.1,7413.1,7595.5,8581.6,8921.3,9485.8,11045.6,10600.9,10149.2,9282.9,9168,8175.4,6679.2,4988.9,8835.7,8656.7,9583.5,10711.3,11324.1,11097.6,9822.4,12861.3,12527.2,16620.1,15766.1,16319.2,14869.3,14116.6,13403.6,12435.2,11931.9,12586.9,13859,16430,13324.4,13445
8072.2,9008.3,9172.4,10192.5,9600.5,7693.3,7453.3,7268.8,9602.5,12734.9,11202.6,9757.6,9746.7,8395.6,8033.7,9301,7356.2,7039,7082,7555.4,7934.4,6484.1,6626.9,6288.8,6134.3,6115.7,5347.1,5247,5487.8,6738.5,7279.6,7037.2,8766.9,6663.5,7478.6,3242.3,4441.4,5050.8,0,1314,2638.4,2746.1,4603.4,4351.1,5228.2,5363.1,5935,5299.6,4997.9,4023.9,3507.5,4097.5,5987.2,4989.2,6759.2,5605.8,5153.5,5032.3,4289,3462.8,4125.4,3573.7,2726.9,2213.3,4425.8,5542.8,4536.1,5365.3,6025.2,5508.8,7790.2,6623.9,8278.9,6224.5,7297.7,6305,4808.8,4223.8,6965.4,6786.4,7713.2,8841,9453.7,9227.2,7952,9098.4,10656.8,14749.8,13895.7,14448.9,12999,12246.3,11533.2,10564.9,10061.5,10716.6,11988.7,14559.7,11454.1,11574.6
9007.6,8013.8,9622.9,9253.2,8462.1,6978,6737.9,6553.5,8887.2,12019.6,10487.3,10739.2,9031.4,9377.2,9015.3,8585.7,6640.9,6323.7,6756.7,7234.2,6571.2,5768.8,5911.6,5573.5,5419,5400.4,4631.8,4583,4772.5,6023.2,6720.8,6321.8,8613.1,7598.8,8413.9,3759.3,4958.5,5325.4,1314,0,1429.6,3108.6,3751.6,3488.7,4365.9,4918.2,4571.8,3936.4,3634.7,2809.6,2144.4,2734.4,4215.8,3626,5396,3834.5,3382.2,3260.9,2517.7,1691.5,2354.1,2254.2,1351,1551.5,3077,3737.3,3229.9,3594,4253.8,3737.4,6018.9,4852.6,5683.9,4854.1,5366.4,4373.7,4385.9,4252.7,7293.1,6222,7346.9,8474.7,7342.3,6472.6,6164.2,7327.1,8268.1,11444,11103,12035.1,10701.7,9857.5,9144.5,9032,8238.3,10350.3,11622.5,14193.5,11087.8,11208.4
8678.1,6693.5,8302.7,7933,7141.9,5657.8,5417.7,5233.3,7567,10699.3,9167.1,8236,7711.1,7208.3,6846.4,7265.5,5320.6,5003.4,5894.8,6372.3,5709.2,4448.5,4591.4,4253.3,4098.8,4080.2,3311.5,3211.4,3452.3,4703,5400.6,5001.6,7292.8,7269.3,8084.4,3848.1,5047.3,5656.6,2616.6,1429.6,0,1168.6,2409.7,2315.5,3192.7,3327.5,3709.8,3074.4,2772.8,1988.4,1282.4,1872.4,2634.2,2764.1,4534.1,3882.8,3430.5,3309.2,2566,1206.9,2402.4,2315.8,1399.3,2320.5,3125.3,3785.6,3278.2,3642.3,4302.2,3785.7,6067.2,4900.9,5732.2,4902.4,5414.7,4422.1,4434.2,5392,7341.4,6270.3,7395.3,8523,7390.6,6520.9,6212.5,7375.4,8316.4,11492.3,11151.3,12083.4,10750,9905.9,9192.8,9080.3,8286.6,10398.6,11670.8,14241.8,11136.2,11256.7
8014,6192,7801.2,7431.5,6640.4,5156.3,4916.2,4731.8,7065.5,10197.8,8665.6,7220.6,7209.6,5858.5,5496.7,6764,4819.1,4501.9,4545,5018.3,4635.6,3947,4089.9,3751.8,3597.3,3578.7,2810,2101.7,2950.8,4201.5,4899.1,4500.1,6791.4,7464.1,8208.2,3477.5,5171.1,5780.4,2740.4,3332.6,1168.6,0,1291.6,1814,2691.2,2826.1,3234.5,3426.3,1952.3,1486.9,1634.2,2224.2,3685.8,3115.9,4885.9,5322.3,4599.8,4748.8,4005.5,2699.9,3841.9,4370,2891.5,4223.5,4973.2,5785,4492.4,5444.7,6365.9,5225.2,7506.7,6340.4,7171.7,6345.8,6858.1,5865.5,6113.2,6591.2,9189.2,7713.8,8838.7,9966.4,8834,7964.3,7655.9,8814.9,10037.1,12931.8,12590.8,13522.9,12470.7,11626.5,10913.5,9945.1,9730,11842,13114.2,15685.2,12579.6,12700.1
7324.3,5562.7,7111.5,6741.8,5950.7,4526.9,4286.9,4102.5,4972.3,9508.1,6772.5,8227.7,5208.9,6865.7,6503.8,4417.2,4042.1,3724.9,4476.2,4827.5,4566.8,3170,3460.6,3106.2,2951.7,2801.6,2033,1395.9,2305.2,3572.1,3757.1,3870.8,5244.4,6232,6774.9,3209.5,5742.3,7056.1,4632.4,3975.6,2535.9,1291.6,0,1935.4,2751.1,3233,3844,4069.3,2595.4,2129.9,2277.3,2867.2,4328.8,3758.9,5528.9,7241,5242.9,6667.5,5924.3,3343,5760.6,6288.7,4810.3,4866.5,6892,7703.8,6411.2,7363.5,8284.6,7144,9425.4,8259.1,9090.5,8264.6,8776.8,7784.2,8032,8145.8,11108,9632.5,10757.4,11885.2,10752.7,9883.1,9574.6,10733.7,11955.8,14850.5,14509.6,15441.7,14389.4,13545.3,12832.2,11863.9,11648.7,13760.8,15032.9,17603.9,14498.3,14618.9
6849.3,5087.7,6636.5,6266.8,5475.7,4052,3811.9,3627.5,4628.8,9033.1,6510.3,5965.8,4865.4,4603.7,4241.9,4073.7,3698.6,3381.4,3290.2,3763.5,3380.8,2826.5,2985.6,2631.2,2476.7,2458.1,1689.5,1402.4,1830.2,3097.2,3794.7,3395.8,5687,6359.8,9819,5582.7,6781.8,7391.2,4351.1,3529.5,2667.6,1804.6,1909.5,0,1094.5,1571.3,1979.7,2080.1,1201.6,1154,1831.2,2421.2,3882.7,3312.9,3571.3,5519.3,3871.8,4945.7,4202.5,2896.9,4038.8,4567,3088.5,4420.5,5170.2,5982,4689.4,5641.7,6562.9,5422.2,7489.3,6537.3,7368.7,6542.8,7055.1,6062.4,6310.2,7492,9386.2,7910.7,9035.6,10163.4,9031,8161.3,7852.9,8797.5,10234.1,12800.3,12459.3,13391.5,12667.7,11823.5,11110.4,10142.1,9927,12039,13311.2,15882.2,12776.5,12897.1
8520.2,5615.9,8307.4,6795,6003.9,4580.2,4340.1,3865.6,4307.4,6727.5,5346.4,4801.9,3991.4,3439.9,3078,3616.8,2850.2,2497.8,2126.3,2599.7,2216.9,2686.6,3513.8,2702.2,2150.3,2318.3,1549.6,2234.6,2358.4,3625.4,4323,3924,6215.3,9608,10694.5,6458.2,7657.3,8266.7,5226.6,4405,3307.9,2680.1,2741.7,1094.5,0,671.9,1494.1,1336.7,1136.6,1897,2706.7,2746.5,2663.4,1763,3103.5,4820.9,3128.3,4358.2,4006.5,3772.4,4771.7,5442.5,3964,5296,6045.7,6857.5,5564.9,4771.7,5431.6,5176.7,7005.3,6442.1,7407,7057.4,7930.6,6937.9,7185.7,8367.5,10261.7,8786.2,9911.1,11038.9,9249.3,9036.8,8268.3,8313.6,9254.6,12316.4,11975.4,12907.5,11688.2,10844,10130.9,10018.4,10802.5,12914.5,14186.7,16757.7,13652,13772.6
8210.1,7583.1,7997.2,7630,6838.9,4900.5,4660.4,3555.4,3997.3,6417.3,5036.3,4491.7,3681.3,3129.7,2767.8,3306.7,2540,2187.7,1816.2,2289.5,1906.8,3129.4,3260.8,3103.7,2470.6,2761,1869.9,2554.9,2678.7,3945.7,4643.3,4244.4,6535.6,9297.8,13410.4,6567.2,7766.4,8375.7,5335.7,4514.1,3416.9,2789.2,3062,1451.6,829.1,0,746.8,1164.3,1245.6,2006,2815.8,2713.8,2390,1730.3,2338.3,4071.8,2854.9,3609,3733.2,3881.5,4498.3,5551.5,4073,5405,6154.7,6966.5,5674,4498.3,5158.2,4427.6,6256.2,5693,6657.8,6308.3,7190.1,7047,7294.8,8476.5,10370.7,8895.3,10020.2,9550.9,8500.2,8246.6,7519.1,7564.4,8505.4,11567.2,11226.2,12158.4,10939,10094.9,9381.8,9269.3,10171.6,10648.5,14295.7,16866.7,13761.1,11363
8826.8,8199.8,8614,8246.7,7455.6,5427.9,5187.8,4172.2,4614,7034,5653,5108.5,4298,3746.4,3384.5,3923.4,3156.7,2804.4,2432.9,2906.2,2523.5,3746.1,3877.5,3720.4,2998,3377.7,2397.3,3082.3,3206.1,4473.1,5170.7,4771.7,7063,9914.5,11007.5,6771.2,7970.3,8579.7,5539.6,4809.6,3620.9,2993.1,3636.1,1749.4,1356.5,610.5,0,899.8,1420.1,2210,2847.9,2449.3,2125.6,1465.8,2605.1,3765.9,2590.5,3303.1,3468.7,4177,4233.9,5952.9,4474.5,5700.5,6556.2,7368,5590.8,4233.9,4893.7,4121.7,5950.3,5387,6351.9,6002.4,6884.1,7448.4,7696.2,8772.1,10772.2,8509.8,10421.6,9244.9,8194.2,7940.7,7213.2,7258.5,8199.5,11261.3,10920.3,11852.4,10633.1,9788.9,9075.9,8963.3,9865.6,10342.6,14697.1,17268.1,14162.5,11057
9245.7,8618.7,9032.8,8665.6,7874.5,5846.8,5606.7,4591,5032.8,7452.9,6071.9,5527.3,4716.8,4165.3,3803.4,4342.2,3575.6,3223.3,2851.7,3325.1,2942.4,4165,4296.4,4139.3,3416.9,3796.6,2816.2,3501.2,3625,4892,5589.6,5190.6,7481.8,10333.4,10854.8,6618.5,7817.6,8427,5386.9,3993.3,3131.3,3412,4055,2168.3,1336.7,1029.4,683,0,793.1,1463.2,2031.5,1633,1332.1,649.5,2083.1,3307.4,1797,2599.2,2675.3,3360.7,3440.4,5136.6,3658.1,4884.2,5739.8,6551.7,4797.3,3440.4,4100.3,3663.2,5491.8,4928.6,5530.4,5027.3,5992.9,6632.1,6879.9,7955.7,9955.9,8480.4,9605.3,8353.7,7735.8,7334.6,6321.9,6800,7741,10739.3,10398.4,11330.5,10174.6,9330.5,8617.4,8504.9,9100.2,9451.3,13880.8,16451.8,13346.2,10598.6
8634.8,6812.8,8422,8052.3,7261.2,5777.1,5537,4892.9,5334.7,7754.8,6373.8,5829.2,5018.7,4467.2,4105.3,4644.1,3877.5,3525.2,3153.6,3627,3244.3,3158.7,4710.7,3671.5,2622.4,2790.3,2021.7,2442.7,2870.5,4822.3,5519.8,5120.9,7412.1,8084.9,10462.6,6226.3,7425.4,8034.8,4994.7,3601.1,2739.2,2010.6,2653.6,1155.9,1136.6,1331.3,1033.6,793.1,0,720.8,1639.4,1240.9,1673.8,1103.9,2873.9,4098.2,2587.8,3389.9,2682,2968.5,4231.2,4744.5,3266,4492.1,5347.7,6159.5,4866.9,4231.2,4891.1,4454,6282.6,5719.3,6321.1,5818.1,7232.6,6239.9,6487.7,7563.6,9563.7,8088.2,9213.1,10340.9,8526.6,8338.8,7112.7,7590.8,8531.8,11530.1,11189.2,12121.3,10965.4,10121.3,9408.2,9295.7,10104.5,12216.5,13488.7,16059.7,12954,13074.6
8100,6278.1,7887.2,7517.5,6726.4,5242.3,5002.2,4817.8,7151.5,10283.9,6970.9,6426.3,5615.9,5064.3,4702.4,5267.9,4474.6,4122.3,3750.8,4224.1,3841.4,4020.7,4175.9,3825.5,3671,3652.3,2883.7,2596.7,3024.4,4287.5,4985.1,4586.1,6877.4,7550.1,9490.2,5253.9,6453,7062.4,4022.3,3200.7,2103.6,1475.8,2118.8,1143.5,1897,2031.8,1703.7,1453.5,720.8,0,860.4,1255.1,2182,1612.2,3382.2,4606.5,3096.1,3898.2,3873.7,2568.1,3710.1,4238.2,2759.7,4091.7,4841.4,5653.2,4360.6,5312.9,6234.1,4962.3,6790.9,6227.6,6829.4,6214,6726.3,5733.7,5981.4,7163.2,9057.4,7581.9,8706.9,9834.6,8702.2,7832.5,7524.1,8099.1,9040.1,12038.4,11697.4,12629.6,11473.7,10629.5,9916.5,9813.3,9598.2,11710.2,12982.4,15553.4,12447.7,12568.3
8263.3,6441.4,8050.5,7680.8,6889.7,5405.6,5165.5,4981.1,7314.8,10447.2,7498.1,6953.6,6477.5,5925.9,5564,7013.3,5336.2,4983.9,4612.4,5089.9,4426.8,4196.4,4339.2,4001.1,3846.6,3828,3059.3,3010.5,3200.1,4450.8,5148.4,4749.4,7040.7,7713.4,8985.9,4749.6,5948.7,6558.1,3518,2124.4,1262.5,1639.1,2282.1,2019.3,2896.4,2773.8,2427.4,1792,1490.4,1034.9,0,590,2051.5,1481.7,3251.7,4476,2965.6,3767.7,2104.9,1491.8,1941.2,3267.8,1789.3,3015.3,3871,4682.8,3390.2,4342.5,5263.6,3324.6,6660.4,4439.7,5271.1,5243.6,5755.9,4763.2,5011,6086.9,8087,6611.5,7736.4,8864.2,7731.7,6862.1,6553.7,7968.6,8909.6,11907.9,11566.9,12499.1,11343.2,10499,9786,8842.9,8627.8,10739.8,12012,14583,11477.3,11597.9
8823.9,7001.9,8611.1,8241.4,7450.3,5966.2,5726.1,5541.7,7875.4,11007.7,7248.9,6704.4,6228.3,5676.8,5314.9,5853.7,5087,4734.7,4363.2,4840.7,4177.7,4756.9,4899.8,4561.7,4407.2,4388.6,3619.9,3571.1,3760.7,5011.4,5709,5310,7601.2,8274,9546.5,5310.2,6509.3,7118.7,4078.6,2685,1823,2199.7,2842.7,2579.8,2656.7,2524.6,2178.3,1542.9,1241.2,1255.1,723.3,0,942.1,1232.5,3002.5,3186.4,1459,2507.1,1495.3,1478.5,1898.8,3828.3,2349.9,3575.9,4431.6,5243.4,3950.8,3138.8,3798.6,3282.2,5370.8,4397.3,5228.7,5804.2,6316.4,5323.8,5571.6,6647.5,8647.6,7172.1,8297,9424.8,7614.8,7422.7,7114.2,6679,7620,10795.9,10454.9,11387,10053.6,9209.5,8496.4,8383.9,9188.3,11300.4,12572.5,15143.5,12037.9,12158.5
11890.7,11263.7,11677.9,9703.9,8912.8,7428.7,7188.7,5784.7,6226.5,10316.7,7945.5,7401,5910.5,5359,4997.1,5535.9,4769.3,4416.9,4045.4,4518.8,4408.7,5358.6,5490.1,5333,4610.6,4990.3,4009.9,5033.7,5223.2,6473.9,7171.5,6772.6,9063.8,12978.5,11009,6772.7,7971.9,8581.2,5541.2,4114.2,2730.6,3662.2,4305.2,3362,2969.1,2223.1,1876.7,1416.8,1676.4,2181.9,2185.8,942.1,0,973.5,2357,2259.8,812.7,1614.8,1690.9,2100.1,2456.1,3865.7,3333.3,4483.5,4703.5,5363.7,3813,2456.1,3115.9,2615.7,4444.3,3881,4546,4042.9,5008.5,5990.9,6130.7,7555,8919.5,6634.2,7980.1,7369.3,6688.2,6434.7,5337.6,5752.5,6693.5,9869.3,9528.4,10460.5,9127.1,8282.9,7569.9,7457.3,8115.9,8467,14035.1,13564.9,10096.3,9551
